bin_3,nom_0,nom_1,nom_5,nom_6,nom_7,nom_8,nom_9,ord_3,ord_5,target,SalePrice,GarageArea,GrLivArea,1stFlrSF,1stFlrSF,TotalBsmtSF,LotArea
T,Green,Trapezoid,2cc9e16b9,b5f4a755a,66dd9dc34,c26e5ca98,9b0f5a687,a,Qo,0,120500.0,528.0,864.0,864.0,864.0,864.0,9000.0
F,Green,Triangle,159a7306f,9afd9530d,a6b411798,1a932b6e2,952d7fc03,l,hT,0,394617.0,774.0,1932.0,1932.0,1932.0,1932.0,12444.0
T,Blue,Trapezoid,0de5598a9,9fbd66490,b0aeeaef9,d87e62538,8eb1c6300,b,ZR,0,149700.0,923.0,1236.0,1236.0,1236.0,912.0,7407.0
T,Red,Trapezoid,6c90f81cd,77ad092c1,24e9bf7d4,44f544f0f,c7d528871,e,JX,0,197000.0,550.0,1725.0,1040.0,1040.0,539.0,11584.0
F,Blue,Polygon,4e28ceffa,a20513779,0c8f6917a,c289f3add,7bff1cb40,g,kr,1,191000.0,672.0,2555.0,1423.0,1423.0,588.0,11526.0
T,Blue,Star,66669a44f,a520e2537,e8e8b6747,407ee1590,f7d1d010d,d,Hj,0,149300.0,420.0,848.0,848.0,848.0,848.0,4426.0
F,Red,Trapezoid,50f116bcf,6c0354890,9d6653dde,9bc6f3867,79d829b83,f,Gb,1,310000.0,812.0,2007.0,1026.0,1026.0,1017.0,11003.0
T,Red,Star,96c83ac09,3b9693870,1877cffb3,02f3394da,35e0f0c9a,b,Ye,0,121000.0,192.0,952.0,952.0,952.0,952.0,8854.0
T,Red,Star,84b0081ad,37868097a,f8c2142c2,a45a197b6,45579b8b1,g,sV,0,179600.0,626.0,1422.0,1422.0,1422.0,1422.0,8500.0
F,Red,Triangle,df51b96fc,2eadb68c5,7eac0e255,a32a3ef83,ef2c58152,h,dP,1,129000.0,240.0,913.0,913.0,913.0,814.0,8400.0
F,Blue,Square,037bd73d8,80b2270f0,4609df5db,29e1d2686,bc1d77eea,k,Bn,0,157900.0,312.0,1188.0,1188.0,1188.0,1188.0,26142.0
F,Red,Polygon,20b10a832,fa2bf5f22,2fb072e38,0d73d1384,a1fed290d,f,dN,0,240000.0,556.0,2090.0,1220.0,1220.0,1220.0,10000.0
T,Green,Trapezoid,552e3fdc9,d4fd01769,fa311a2a3,6a484e7c5,caa05ba28,a,CZ,0,112000.0,384.0,1346.0,796.0,796.0,560.0,11767.0
F,Blue,Star,077fd9465,6d7f8c086,71777c678,c239a5ba7,b3f091a5d,g,RG,0,92000.0,0.0,630.0,630.0,630.0,630.0,1533.0
F,Red,Trapezoid,9ad6558d1,8f897ec3c,833708746,8199c1e16,c10872f96,g,uS,1,136000.0,0.0,1792.0,896.0,896.0,896.0,9000.0
F,Blue,Polygon,924346656,4c6d8f959,f1bd2fbf3,f83a849b6,0e9a0ce6e,i,Dc,0,287090.0,840.0,1578.0,1578.0,1578.0,1573.0,9262.0
F,Blue,Square,3685a0904,bb219c9ac,a95d13114,d200e225e,46e961406,h,kC,0,145000.0,525.0,1072.0,1072.0,1072.0,547.0,3675.0
T,Blue,Square,075ceb58b,9e0a099c7,7f27e0bf6,fec4a738d,b138889e0,h,Xi,0,84500.0,0.0,1140.0,1140.0,1140.0,1140.0,17217.0
T,Blue,Trapezoid,f50eb07ae,f497b97d7,03338a71c,a04ad6ab5,4cbdd80a9,e,Ed,0,185000.0,400.0,1221.0,1221.0,1221.0,1221.0,7500.0
F,Green,Square,be4578201,80b2270f0,5c1388f32,e5c6d159d,affc1a52c,a,vK,1,175000.0,460.0,1647.0,953.0,953.0,953.0,7917.0
F,Blue,Square,6020a8124,83f07ed50,c2091c1eb,2fc5662a4,b25573b75,g,LE,0,210000.0,500.0,2073.0,2073.0,2073.0,1542.0,13175.0
F,Red,Triangle,b4c8e6595,163b28322,59fe57a1b,1440a7319,161630c8d,i,aO,0,266500.0,252.0,2340.0,1188.0,1188.0,1152.0,9042.0
T,Green,Trapezoid,527ded12a,ed8157b96,56a4667ea,09a3f3a37,dd497e490,j,Kq,0,142125.0,240.0,1078.0,1078.0,1078.0,1078.0,9717.0
F,Red,Star,527ded12a,c3c8b7b13,d79621729,17c65fc15,db2bece16,g,Kq,0,147500.0,276.0,1256.0,1256.0,1256.0,1256.0,9937.0
T,Green,Circle,29e7f8525,11698a0b3,462a26c79,16ebbbb31,b7baac3c6,i,Bn,1,,,,,,,
T,Red,Star,4604905e7,7d13ad097,db8d9e064,7811c5ce4,103f52530,d,QM,0,,,,,,,
F,Blue,Trapezoid,db5e25328,fb1301ef6,bc3632840,7ea9334a0,22e8abea7,b,oC,0,,,,,,,
F,Blue,Square,493de6347,c9a951efa,a380cef14,fd0041a98,b45218c9e,f,Fd,0,,,,,,,
F,Red,Polygon,472efea17,4c1bdbe7b,6e0e3ec45,eae7eef3b,551ce3be9,d,ut,0,,,,,,,
F,Blue,Trapezoid,4173a0252,a566016d6,73f17961b,6c61f47ce,1ff989601,i,qv,1,,,,,,,
F,Blue,Circle,3aa9329e2,d6f8634af,b09ebe1d6,ad9ef63f8,652c963d7,h,Hj,0,,,,,,,
F,Red,Polygon,778fdbe56,0922e3cb8,ff1165b7a,f5098af69,2fe44b326,a,Xh,0,,,,,,,
T,Red,Square,9ad6558d1,b8caba53f,be1ab8f53,cfd8b1264,54dc42abc,i,Jc,0,,,,,,,
T,Green,Star,908a1b9c9,214f24d39,967f2aceb,ff7f535a6,01dd99dc0,i,UO,1,,,,,,,
F,Red,Triangle,f9d17bb93,51477cd88,23cd7a725,2f8bd0da6,d25732caf,j,TZ,0,,,,,,,
F,Blue,Trapezoid,2cc9e16b9,d9e131846,e284f6804,15091badf,04d7c83bc,g,ke,0,,,,,,,
F,Green,Star,72f8028dc,8d1b72979,fa7ec9ef0,9c42c85ca,1b1bb98b8,o,Ye,0,,,,,,,
F,Green,Triangle,586b51342,df184daf2,6face96c8,afea2dab3,544681d2b,g,wu,0,,,,,,,
T,Green,Trapezoid,2979f0d45,c9eedfbc2,12e6161c9,6fbef8e0b,3c627fc58,b,Fd,0,,,,,,,
F,Green,Star,0b3bec656,a20513779,c344f4362,dac367de2,b06cd55a2,e,Gb,0,,,,,,,
T,Green,Trapezoid,a3f640358,40ac3fcd5,37c413570,fdb381caa,727f03ac3,e,kC,0,,,,,,,
F,Green,Polygon,ddac78300,4f849ad2d,8a4275eb9,e48171ccd,8f7779e65,a,uS,1,,,,,,,
F,Blue,Square,fd04a970f,70a942fc1,d2a21ad4e,bf1dcdc12,cb8096c98,k,Xi,0,,,,,,,
T,Green,Square,dbfb714a4,3c7643929,c1cc0b554,942531094,1bdc1d8ed,j,Qo,1,,,,,,,
F,Green,Square,9ad6558d1,d6f8634af,ec54fcb5c,dd3966979,f48d63698,j,wy,0,,,,,,,
F,Red,Triangle,8dcf8adfb,c36cea1f7,23b77929a,738693437,a0954566d,d,be,0,,,,,,,
T,Red,Star,2a0e95ba1,15ea6e2bb,bd9e34dc3,d9985175e,94ab7067e,e,qw,0,,,,,,,
F,Blue,Trapezoid,e5b29c42b,15ea6e2bb,d95b64413,67c393e7e,1891e5457,f,eQ,0,,,,,,,
T,Green,Trapezoid,e70a6270d,42b1cc2fd,a09faf01e,a33cb0ef7,81368c258,j,AP,0,,,,,,,
T,Red,Trapezoid,35f65a9bf,8fb440e53,d7326ea7a,d3c158775,daee68360,o,Jc,0,,,,,,,
T,Red,Square,2d61990e2,2c4223dbd,f2461066e,dc72aa69c,0d0f52250,d,PZ,1,,,,,,,
F,Blue,Trapezoid,713ad10a7,9218550d8,4fbeb8dbf,32e87c9d3,209682892,f,hp,0,,,,,,,
T,Green,Circle,2ff007c26,73dd803d0,1a386ffce,5756bc9bd,670a916fb,j,MC,0,,,,,,,
T,Blue,Trapezoid,92190168b,1b36c0b8c,b19f989eb,84968f3e5,1d5e08295,i,YC,0,,,,,,,
F,Green,Square,b7bb45938,a26bedd00,202a9d22a,9ff6898e5,063f46bf5,h,CL,1,,,,,,,
F,Green,Trapezoid,b7bb45938,e550bcc1b,4ab76406a,0f3836e8e,354aece77,e,Qh,0,,,,,,,
T,Blue,Square,0dee9b39a,0958071b5,69ce5c647,b295087fb,dcdf53c00,a,hp,0,,,,,,,
T,Blue,Trapezoid,159a7306f,21e2c2d57,700924d38,ff7f535a6,ca1f813f4,g,GJ,0,,,,,,,
F,Red,Square,075ceb58b,73dd803d0,b80d2db07,3ebd2c505,f78ebd08a,a,TZ,0,,,,,,,
T,Red,Trapezoid,9347491f2,3c2b12c56,4fbfe4a84,c9a1187a9,4f4a17f34,j,od,1,,,,,,,
T,Green,Trapezoid,20b10a832,8518cecf3,2981119ba,29f201d51,074342760,h,qP,1,,,,,,,
T,Green,Square,fd04a970f,f17881964,a8b006b27,1251aedb1,7ef605404,g,nh,0,,,,,,,
T,Green,Star,a5c276589,882ce2ad7,f16ff4894,2d8fccf5c,95e83124e,l,hL,0,,,,,,,
F,Green,Square,2cadfed8e,5cbbea089,36ef0491a,3691833c1,43bb80280,g,Gx,0,,,,,,,
F,Blue,Polygon,ddac78300,0b23e3352,9fce91b1e,61c93b713,c268f48bd,b,Qo,1,,,,,,,
F,Red,Trapezoid,b0faff28f,21e2c2d57,91473c44a,0b86ed30a,f7ae1386b,k,YC,0,,,,,,,
F,Green,Polygon,c5725677e,eaaf53f6a,d79621729,36ba00e4b,71611627e,a,su,0,,,,,,,
T,Blue,Square,9347491f2,6d2cd10c5,62882755e,f0c4b003b,7c8cf939d,l,sV,0,,,,,,,
T,Green,Circle,9ad6558d1,508ff88dc,2d2ebbd66,2389ebd9c,104347ca7,o,je,1,,,,,,,
T,Green,Star,2cadfed8e,4daee3baf,04d283376,76ba8e118,b0420b01d,j,PQ,0,,,,,,,
T,Green,Star,e9f44a509,3e6a88574,d12022685,33162eaf5,564d47a33,d,MO,0,,,,,,,
T,Blue,Star,4845cc770,acf5b10dd,43dd0371c,a66e862c4,9321f24c2,j,cA,0,,,,,,,
F,Blue,Trapezoid,e1558b071,ebd664cd6,d3abce837,0904e4be3,b57c033f1,l,be,0,,,,,,,
T,Red,Trapezoid,de04b8750,ad1b42856,0378e418b,e6afc0613,474b96ed5,j,ke,0,,,,,,,
F,Green,Triangle,3283ca434,81d59974c,8cae1caeb,968c80c89,90de4b8f8,l,ke,0,,,,,,,
F,Green,Star,0de4acd31,017eb57f0,77567e835,644658db0,b5de3dcc4,k,Dx,0,,,,,,,
T,Red,Trapezoid,5a94fc1d9,55a24a71b,c344f4362,3d349775c,8c787aa6a,l,PQ,1,,,,,,,
F,Green,Polygon,20b10a832,487c32dfa,bde924c27,7f22f819d,324f669a2,f,bF,0,,,,,,,
F,Green,Triangle,321bf770e,1ab5e5ad6,3fa1d9901,3f840a916,c74c0c68b,h,bF,0,,,,,,,
F,Blue,Star,d372c8993,d942d1e82,008f05158,1484cacf0,0a9b129e1,c,mm,0,,,,,,,
T,Red,Square,c2843dc45,c79a72c72,2a0b3f539,ef1a084ff,b52a81205,g,dB,0,,,,,,,
T,Red,Square,b7bb45938,0b10fcecc,8b3344cb5,9177167a4,d6d5efb23,i,GD,1,,,,,,,
T,Green,Triangle,159a7306f,1869e63b0,b7ae7dc82,eac634872,fec587b08,i,Ye,0,,,,,,,
T,Red,Triangle,200009fc3,e495d6f0f,03759a488,e6b8a118f,1cc0e6d2a,a,od,0,,,,,,,
F,Green,Square,46cab09da,3b9693870,5aed00b2c,5930392c8,51d94d996,a,TZ,0,,,,,,,
F,Blue,Circle,740fb99a9,e3396fbd5,c0f0163d0,b907d7706,f7215e4d9,h,qo,0,,,,,,,
T,Green,Star,91ea3e4dd,145d17afb,4afdae539,3c8785222,8e0450be1,i,ex,0,,,,,,,
T,Green,Circle,ddac78300,2c7fb8434,75a4ba9a0,5f0c17eab,5eeca43ea,f,RP,0,,,,,,,
F,Blue,Trapezoid,a51e7974e,8fb440e53,450f606f6,9b6150ff9,00d1b82f6,g,Sc,0,,,,,,,
F,Green,Trapezoid,e7d9ca356,4daee3baf,59886fdb2,edd26d8a3,2efc0ce6e,l,sD,0,,,,,,,
F,Blue,Star,8573fa81a,fa3f6d36f,ec54fcb5c,4e8174c3e,8eeafbc72,e,Er,0,,,,,,,
F,Blue,Polygon,7ee26092e,acf5b10dd,81d9a641a,7bd5180a7,c6aa5e1c8,b,sV,1,,,,,,,
T,Green,Star,3fef1a765,9f53d30ad,a84a7c934,9e394f78f,f1d53e20f,a,PA,1,,,,,,,
T,Blue,Polygon,4173a0252,cd225807c,66418d6ec,17ba84114,ecc651b7d,a,bF,0,,,,,,,
F,Red,Star,d1b1709e8,40ac3fcd5,659c782a1,ca6f562f9,9dd4fb55e,k,qv,0,,,,,,,
T,Green,Square,3aa9329e2,8584a02f4,d4f49cb0e,5df6f3306,82da671ad,l,od,0,,,,,,,
F,Green,Trapezoid,dbfb714a4,63d0e6105,b8240e94d,472f79626,9b4435d65,a,qX,0,,,,,,,
F,Blue,Star,de04b8750,11698a0b3,d82d4d997,ebcbb23bd,97c1677cc,h,Kq,0,,,,,,,
T,Red,Trapezoid,2e7f4d636,5755f93b2,db8d9e064,38113ad1f,b2afd76a3,b,kE,0,,,,,,,
T,Blue,Triangle,9ad6558d1,a406a5f12,d7f80706c,8c7708261,7f8cc02cd,l,Ed,0,,,,,,,
T,Green,Trapezoid,908a1b9c9,f497b97d7,e28b7e991,3dd3ebfae,ee997e1c2,a,aP,0,,,,,,,
F,Green,Polygon,5b0f5acd5,3c5d81a52,e494c08d6,0505079cc,38b51e7a0,l,qw,1,,,,,,,
T,Red,Square,ca82ad111,0b10fcecc,c9c278e4c,d051d0fc8,b7cd4ac46,e,sV,0,,,,,,,
T,Red,Square,72f8028dc,1573e6c5f,f41956813,a33b399b1,c98390e74,h,wu,0,,,,,,,
F,Blue,Triangle,778fdbe56,1fe17a1fd,0074c698f,11cc9bf56,ef3cbbc20,o,fO,0,,,,,,,
T,Green,Square,c5725677e,2268327b2,0c1cfb224,c74b05c9a,83e5d34f8,n,Mf,1,,,,,,,
T,Green,Trapezoid,ddac78300,89e65bb86,fa32a2d23,b4becbd10,5675df85b,g,Fo,0,,,,,,,
F,Green,Circle,e9f44a509,975346729,092130a59,040f926fa,a6e3148bb,l,uy,0,,,,,,,
F,Blue,Square,e1558b071,1611d2b45,67f408ae3,63472819d,a58daac2c,f,Ed,0,,,,,,,
F,Blue,Polygon,30a15b6bd,29b650229,e1ea45053,333f46907,36ea6b583,i,su,1,,,,,,,
T,Blue,Square,20b10a832,dfb457d2a,c90ea1419,6509dd268,7800005e9,e,sD,0,,,,,,,
F,Red,Trapezoid,037bd73d8,a566016d6,27e8d4511,571cd4367,eb692738c,a,je,1,,,,,,,
T,Blue,Circle,59e434d8a,afebf0803,3f95dca80,72679c3c8,51ef3941f,g,tM,1,,,,,,,
F,Red,Square,c2843dc45,e63f69ba1,dbe124244,957446f7b,1e757094c,k,tP,1,,,,,,,
F,Red,Trapezoid,3685a0904,eeda68203,859ac0521,12b0ea3e2,ce9fc53de,l,od,0,,,,,,,
F,Green,Trapezoid,0b3bec656,705cb7579,7cd96b620,21e3acad4,d79a07645,e,kr,0,,,,,,,
F,Blue,Star,2cac4af40,29a854620,21f8837a1,421db44c2,72d8a0d3b,f,FI,0,,,,,,,
T,Blue,Trapezoid,b7bb45938,6c1a5aab7,968004140,de9c9f684,536a0ad8e,a,To,0,,,,,,,
T,Green,Square,e70a6270d,2bdc0a5d0,6d5bc098a,f7234f3a4,9553ea139,i,kC,0,,,,,,,
F,Blue,Square,321bf770e,a6542cec0,7c033aaf1,15c80c8e3,e63c4866c,m,ri,1,,,,,,,
T,Blue,Trapezoid,4173a0252,d7fb439cc,6049b08a6,a5d155d6c,e990b1adc,g,fO,0,,,,,,,
T,Red,Triangle,037bd73d8,cd8e3a0a7,17d7c7e77,b81808e2c,68cdcfe96,i,sn,1,,,,,,,
F,Blue,Polygon,4464569ee,4c6d8f959,f8c2142c2,96eb028f0,f66ad2043,k,ri,1,,,,,,,
T,Green,Circle,908a1b9c9,3ac1b8814,a8f53c631,5ea193ffb,bf8728333,g,aO,0,,,,,,,
T,Blue,Star,df51b96fc,68dd873e4,a2faee373,4329a8c91,2e86c16d4,f,gM,0,,,,,,,
F,Red,Star,472efea17,097ff91b3,1c2bd266e,07194a5d9,8e0e13570,l,qP,0,,,,,,,
F,Blue,Trapezoid,0870880f6,dc0536549,7c6d738f8,2b81d4497,104347ca7,a,Eg,0,,,,,,,
F,Green,Trapezoid,f802a9849,ec416c384,345e8dab0,566842188,161630c8d,b,dQ,0,,,,,,,
T,Blue,Square,5d18641ff,ffc60be1c,ce6de97e2,0503fc10d,4c92c97c5,f,Bn,0,,,,,,,
T,Blue,Polygon,0de4acd31,40994d768,140119499,577940917,69f93ae6f,h,eG,0,,,,,,,
T,Green,Circle,5a94fc1d9,89e65bb86,04b3d90f2,f372c8ace,621cbda12,h,lx,0,,,,,,,
T,Green,Circle,de04b8750,74e0be86d,6f3940b72,2b81d4497,bc74dd1ab,f,Ye,0,,,,,,,
T,Blue,Trapezoid,9ad6558d1,18a901239,6790972e7,3bd05fe23,0ff2dfdb1,j,Fo,0,,,,,,,
F,Green,Trapezoid,ca82ad111,67bb6c9d7,1710fcc5e,5b991c729,379073177,d,bF,0,,,,,,,
F,Green,Star,d372c8993,d213f48ed,1c619215d,4d43ad72b,62da91550,j,hp,0,,,,,,,
F,Red,Polygon,0dee9b39a,cf8b12b4e,23adfa078,74824e3f5,217d3377c,g,be,1,,,,,,,
T,Blue,Star,a51e7974e,89e65bb86,8145adbe4,052027e6d,869700459,f,Nk,0,,,,,,,
T,Blue,Circle,ef38568df,017eb57f0,ff5b35098,56deb938a,db8867819,g,kC,0,,,,,,,
F,Blue,Polygon,3685a0904,6d7f8c086,a40ac269e,c699c36c7,a299efc1c,d,kr,0,,,,,,,
T,Blue,Polygon,b7bb45938,acf5b10dd,e65a0c3c5,ed88ce35d,884edfe4e,i,CL,0,,,,,,,
F,Blue,Triangle,eb69430d6,839a6bcdb,3506befc5,7e0338e4e,a9319a0d5,a,CZ,0,,,,,,,
T,Blue,Polygon,e6f45aa26,4daee3baf,3dfde7f8f,472f79626,f1a9cd730,g,Zq,1,,,,,,,
T,Red,Square,96c73114c,b83511180,570758f56,57f7ced2c,36ab0df57,a,uJ,1,,,,,,,
T,Green,Star,88707c9ab,b1c48d202,82598a462,dcea59284,50c692c47,o,Sc,0,,,,,,,
T,Green,Polygon,71583d387,a520e2537,fcba988a0,4c08b154b,570d8d972,f,qv,0,,,,,,,
T,Green,Trapezoid,1e6cb96e8,4f849ad2d,a9fc363fb,ebbbc91f3,7671a0571,d,ac,0,,,,,,,
T,Blue,Star,924346656,116d9fcd9,0e0637b46,b780a20ef,1112c9773,h,hh,0,,,,,,,
T,Green,Trapezoid,5a94fc1d9,395941181,b6fa7faab,c495ce400,0888a8e39,h,kL,0,,,,,,,
F,Blue,Trapezoid,552e3fdc9,6c90b0073,a40ac269e,64bc8329f,15f97f3a8,k,CZ,0,,,,,,,
F,Blue,Trapezoid,caf83c0b5,67bb6c9d7,a62d99593,03398d68f,4cb1c7ab4,j,tM,1,,,,,,,
F,Green,Square,2ff007c26,96abdfa66,caa9caf90,d4ff22472,4a5a4f2b1,a,PQ,0,,,,,,,
T,Blue,Polygon,f50eb07ae,e77244b50,a4592b8a2,59ea7317d,75719a56a,j,ck,0,,,,,,,
T,Blue,Trapezoid,e5b29c42b,e16557b2b,dbe124244,1707513a6,64cf81768,i,cA,0,,,,,,,
F,Green,Trapezoid,b8d451029,20dc501c6,40aa45ee8,0a14ed13e,48f945ecd,j,Ye,1,,,,,,,
F,Green,Trapezoid,ca82ad111,527a42dc2,ad8263c35,9b37c72c4,7e92ccb87,a,AP,0,,,,,,,
F,Green,Star,3fef1a765,c8436c277,4ccc9f448,2fc5662a4,0a3cc5da7,g,KZ,0,,,,,,,
T,Blue,Star,527ded12a,3e41282ec,97e8e820e,5d3e459b7,d56bd7a64,e,ut,0,,,,,,,
F,Green,Trapezoid,63f642dd9,8817e18d1,a52645fc7,c68e5326c,8cd4f6443,j,Qo,1,,,,,,,
T,Blue,Trapezoid,8dcf8adfb,bea839b58,91a780da9,714157447,4ac8f3ae1,k,IK,1,,,,,,,
F,Green,Polygon,640e1fdd5,9a70de492,d4f49cb0e,a3d6900b2,4874f2f86,e,Eg,0,,,,,,,
T,Red,Polygon,be4578201,f24d83141,3ee51a8c5,63469725e,86da91342,e,iT,0,,,,,,,
F,Green,Trapezoid,e0efe9d20,21cb526c2,7a8c327a2,2189cc4c5,d1d9522ac,g,zU,1,,,,,,,
F,Green,Square,3685a0904,29e27ff9d,969a8b888,56c4210cd,eb3d7ce7e,c,Wv,0,,,,,,,
F,Red,Square,488406659,79a82b7c0,56a0dc1f7,5fa7f4334,1fcdbb6ac,d,Ye,0,,,,,,,
F,Blue,Polygon,e0efe9d20,c9eedfbc2,5a109570a,0bef7c48b,71d1c406a,d,GJ,0,,,,,,,
T,Blue,Trapezoid,4e28ceffa,1b36c0b8c,600ee60bd,71c01376f,8c589c4c9,d,qK,0,,,,,,,
F,Green,Trapezoid,b97f51ac4,0922e3cb8,3c452e60d,a7f44c669,3f27d8052,i,Nf,1,,,,,,,
F,Green,Trapezoid,dc07effb0,2d9852300,fa7ec9ef0,a435ca0db,e44c9a9cc,d,sD,0,,,,,,,
F,Blue,Trapezoid,66669a44f,a6542cec0,43dd0371c,fde889468,07e539fcc,e,oK,0,,,,,,,
F,Green,Trapezoid,8266050c6,e3396fbd5,d4821d013,322e03b73,187cae031,l,cp,0,,,,,,,
F,Blue,Trapezoid,85159d577,aed51f2c9,c75a7f5f8,07fd63014,fe208e10e,a,fh,0,,,,,,,
F,Blue,Square,dbfb714a4,46c89ef8d,c1cc0b554,87e4cd335,bb72deb38,d,Fo,0,,,,,,,
T,Red,Square,b0c8dba76,50e49ea04,b9b5e2958,dab340800,ab8d1a23e,g,qo,0,,,,,,,
F,Red,Star,a9ed6dfea,50d7ad46a,ba636104c,0a14ed13e,f4283614e,h,mc,0,,,,,,,
F,Red,Star,552e3fdc9,ea7a1aaf6,ca1133a6d,9e98f297e,06ee45f4a,l,PQ,1,,,,,,,
F,Green,Square,6fec43dd8,153316f52,21f8837a1,8199c1e16,65f818fa4,e,zU,0,,,,,,,
F,Red,Star,640e1fdd5,f134870d4,d4adff695,b8d8d9935,64aa60847,e,TZ,1,,,,,,,
T,Blue,Triangle,caf83c0b5,36df19a6e,d2d8eabdb,283996563,f346d6b27,j,qA,0,,,,,,,
T,Red,Trapezoid,5b1a9f841,e866d44ea,03c02132c,fe593b910,38f0ed9f7,h,sY,1,,,,,,,
T,Green,Star,d9becff68,8fec7bc42,70363b2e8,d9985175e,bbceed7c8,i,Yb,0,,,,,,,
T,Green,Trapezoid,2cc9e16b9,b1c48d202,483bee302,6bf92fa24,66097fcbc,k,uS,1,,,,,,,
F,Green,Square,50f116bcf,a148d86df,24ffacfdc,63572f4db,5ef8bb55a,e,Kq,1,,,,,,,
T,Blue,Trapezoid,e1558b071,a20513779,b09ebe1d6,a2eb06773,058a8df97,f,uS,0,,,,,,,
F,Green,Triangle,077fd9465,8518cecf3,31de4f0dc,a7bf5387a,954fc1655,c,Hj,0,,,,,,,
T,Red,Star,b4c8e6595,7dd3f58e9,7a56979e7,48ef2bd73,95dfb421b,c,mm,0,,,,,,,
T,Red,Polygon,a93b89fc9,cd94f29d1,ff5b35098,ba851e117,8760e4122,g,su,0,,,,,,,
F,Red,Square,83b38aa6b,5cabda141,021629b02,577940917,7b75a07de,f,fO,0,,,,,,,
F,Red,Star,baab29d3d,4cb66e369,a40ac269e,6adf330a1,55af05078,h,dO,1,,,,,,,
T,Green,Trapezoid,b97f51ac4,508ff88dc,db871c626,3dd3ebfae,ad5fbb2c8,i,GJ,1,,,,,,,
T,Blue,Trapezoid,586b51342,0aeb8fe13,fef807a3e,264d5619f,d6a3ca507,g,Kq,0,,,,,,,
T,Green,Square,d9becff68,df5b440ae,89d2f6fa1,80507d7e7,d09774418,i,oC,1,,,,,,,
T,Blue,Trapezoid,6f70dc2df,97b6a3518,ae1edb14c,8b3d947bf,3c05c7aea,l,su,1,,,,,,,
T,Green,Star,568550f04,cf82b283d,494b2cc84,3a84d1033,42ee49463,g,od,0,,,,,,,
T,Green,Trapezoid,159a7306f,d4fd01769,39ddbcf5d,017fc2f26,5ea4604af,c,CU,0,,,,,,,
T,Red,Trapezoid,c0534106d,1f2e3f148,5387ed7d2,49cfc8bab,a3e6bfe3a,l,ri,1,,,,,,,
F,Green,Circle,5b0f5acd5,310b1a988,85f85b684,43b80ca3a,d06090d26,f,wu,1,,,,,,,
F,Blue,Circle,3685a0904,0d50f61fd,a4592b8a2,12128339c,f1a7923b1,b,dQ,0,,,,,,,
F,Green,Polygon,e6f45aa26,d942d1e82,0ad56da4e,c829bef5b,4796e7b76,l,Qo,0,,,,,,,
T,Blue,Star,d1b1709e8,9218550d8,21f8837a1,3bf48a756,2b415c02e,k,qv,0,,,,,,,
F,Green,Triangle,50f116bcf,2ed5a94b0,47b9df131,c79ed7e75,42ed011c9,a,ac,0,,,,,,,
F,Blue,Trapezoid,e6f45aa26,8fd64cb59,f654b0e9b,5884acfdf,d44768443,k,UO,0,,,,,,,
T,Green,Trapezoid,1f1702d2f,d405aebc1,e700486e7,c42d909bf,654cdb18b,h,kL,0,,,,,,,
T,Blue,Star,e9f44a509,839a6bcdb,3f0057c9b,dda02ff87,87a12babf,i,Nk,0,,,,,,,
F,Blue,Trapezoid,46cab09da,8c9d16cc3,0b5777c67,a3d6900b2,d9e1854a1,h,KZ,1,,,,,,,
T,Green,Polygon,4845cc770,9b1c3c8b7,f31a506ec,dd3966979,a6219e964,a,uy,1,,,,,,,
T,Blue,Polygon,6f70dc2df,077e720aa,34b3a61c3,998aa0f7a,5476f86b3,o,Ye,0,,,,,,,
T,Green,Polygon,91ea3e4dd,4e6cc8696,fb36575c6,5ea193ffb,e5e720744,i,dP,0,,,,,,,
F,Red,Star,159a7306f,7d8bc814a,e78ec50b4,df232de17,3a639f3c8,l,dh,0,,,,,,,
F,Blue,Triangle,b0faff28f,4b967eac4,8ca39b82b,38a61d827,fa4bca9bc,f,ke,0,,,,,,,
T,Blue,Square,d372c8993,f36d9a851,fa311a2a3,13bca5ef4,17c1cd689,o,nX,1,,,,,,,
T,Blue,Circle,8dcf8adfb,5194690a0,6923be193,de61586f8,c064a7240,f,Sc,0,,,,,,,
F,Red,Star,488406659,3e2b4aac9,5aaac585c,1086ce405,65e31f004,a,Nk,0,,,,,,,
T,Green,Polygon,8dcf8adfb,2473094a9,3066a4c4f,c75847d5a,14024a750,g,MV,0,,,,,,,
T,Blue,Circle,0870b0a5d,c3517eaeb,91a780da9,ec5e9f1a4,cc51d4212,g,hh,0,,,,,,,
F,Green,Square,6a2269152,b9f08dc06,35d07cd61,77fd0858a,a59c32bfb,i,aP,0,,,,,,,
T,Red,Triangle,0bdf8165a,34256b89f,bb836a6ec,322c52e98,f0ca30ac1,a,Xi,1,,,,,,,
T,Red,Star,d1b1709e8,c36cea1f7,f8c2142c2,550e90c2e,3cd193139,i,aP,1,,,,,,,
F,Green,Triangle,c08ba4f4c,8fec7bc42,0e2c0dc76,322c52e98,8a6a1c597,d,SB,0,,,,,,,
T,Blue,Square,ee55b9d67,7f3c463a8,62e1f324e,cb43ab175,62c74a2e2,i,tM,1,,,,,,,
T,Red,Square,e428c040e,1573e6c5f,71cb5c19f,407222a23,1e9ebdd12,f,nX,0,,,,,,,
T,Blue,Square,63f642dd9,d213f48ed,9647e18ac,8c98ff8ed,0156a9e01,i,IK,0,,,,,,,
